name,state_id
ogbomosho north,6445a5424c645a56f6c95aaa
ogbomosho south,6445a5424c645a56f6c95aaa
ogo oluwa,6445a5424c645a56f6c95aaa
olorunsogo,6445a5424c645a56f6c95aaa
oluyole,6445a5424c645a56f6c95aaa
ona ara,6445a5424c645a56f6c95aaa
orelope,6445a5424c645a56f6c95aaa
ori ire,6445a5424c645a56f6c95aaa
oyo,6445a5424c645a56f6c95aaa
oyo east,6445a5424c645a56f6c95aaa
saki east,6445a5424c645a56f6c95aaa
saki west,6445a5424c645a56f6c95aaa
surulere,6445a5424c645a56f6c95aaa
bokkos,6445a5424c645a56f6c95aac
barkin ladi,6445a5424c645a56f6c95aac
bassa,6445a5424c645a56f6c95aac
jos east,6445a5424c645a56f6c95aac
jos north,6445a5424c645a56f6c95aac
jos south,6445a5424c645a56f6c95aac
kanam,6445a5424c645a56f6c95aac
kanke,6445a5424c645a56f6c95aac
langtang south,6445a5424c645a56f6c95aac
langtang north,6445a5424c645a56f6c95aac
mangu,6445a5424c645a56f6c95aac
mikang,6445a5424c645a56f6c95aac
pankshin,6445a5424c645a56f6c95aac
qua'an pan,6445a5424c645a56f6c95aac
riyom,6445a5424c645a56f6c95aac
shendam,6445a5424c645a56f6c95aac
wase,6445a5424c645a56f6c95aac
abua/odual,6445a5424c645a56f6c95aae
ahoada east,6445a5424c645a56f6c95aae
ahoada west,6445a5424c645a56f6c95aae
akuku-toru,6445a5424c645a56f6c95aae
andoni,6445a5424c645a56f6c95aae
asari-toru,6445a5424c645a56f6c95aae
bonny,6445a5424c645a56f6c95aae
degema,6445a5424c645a56f6c95aae
eleme,6445a5424c645a56f6c95aae
emuoha,6445a5424c645a56f6c95aae
etche,6445a5424c645a56f6c95aae
gokana,6445a5424c645a56f6c95aae
ikwerre,6445a5424c645a56f6c95aae
khana,6445a5424c645a56f6c95aae
obio/akpor,6445a5424c645a56f6c95aae
ogba/egbema/ndoni,6445a5424c645a56f6c95aae
ogu/bolo,6445a5424c645a56f6c95aae
okrika,6445a5424c645a56f6c95aae
omuma,6445a5424c645a56f6c95aae
opobo/nkoro,6445a5424c645a56f6c95aae
oyigbo,6445a5424c645a56f6c95aae
port harcourt,6445a5424c645a56f6c95aae
tai,6445a5424c645a56f6c95aae
binji,6445a5424c645a56f6c95ab0
bodinga,6445a5424c645a56f6c95ab0
dange shuni,6445a5424c645a56f6c95ab0
gada,6445a5424c645a56f6c95ab0
goronyo,6445a5424c645a56f6c95ab0
gudu,6445a5424c645a56f6c95ab0
gwadabawa,6445a5424c645a56f6c95ab0
illela,6445a5424c645a56f6c95ab0
isa,6445a5424c645a56f6c95ab0
kebbe,6445a5424c645a56f6c95ab0
kware,6445a5424c645a56f6c95ab0
rabah,6445a5424c645a56f6c95ab0
sabon birni,6445a5424c645a56f6c95ab0
shagari,6445a5424c645a56f6c95ab0
silame,6445a5424c645a56f6c95ab0
sokoto north,6445a5424c645a56f6c95ab0
sokoto south,6445a5424c645a56f6c95ab0
tambuwal,6445a5424c645a56f6c95ab0
tangaza,6445a5424c645a56f6c95ab0
tureta,6445a5424c645a56f6c95ab0
wamako,6445a5424c645a56f6c95ab0
wurno,6445a5424c645a56f6c95ab0
yabo,6445a5424c645a56f6c95ab0
ardo kola,6445a5424c645a56f6c95ab2
bali,6445a5424c645a56f6c95ab2
donga,6445a5424c645a56f6c95ab2
gashaka,6445a5424c645a56f6c95ab2
gassol,6445a5424c645a56f6c95ab2
ibi,6445a5424c645a56f6c95ab2
jalingo,6445a5424c645a56f6c95ab2
karim lamido,6445a5424c645a56f6c95ab2
kumi,6445a5424c645a56f6c95ab2
lau,6445a5424c645a56f6c95ab2
sardauna,6445a5424c645a56f6c95ab2
takum,6445a5424c645a56f6c95ab2
ussa,6445a5424c645a56f6c95ab2
wukari,6445a5424c645a56f6c95ab2
yorro,6445a5424c645a56f6c95ab2
zing,6445a5424c645a56f6c95ab2
bade,6445a5434c645a56f6c95ab6
bursari,6445a5434c645a56f6c95ab6
damaturu,6445a5434c645a56f6c95ab6
fika,6445a5434c645a56f6c95ab6
fune,6445a5434c645a56f6c95ab6
geidam,6445a5434c645a56f6c95ab6
gujba,6445a5434c645a56f6c95ab6
gulani,6445a5434c645a56f6c95ab6
jakusko,6445a5434c645a56f6c95ab6
karasuwa,6445a5434c645a56f6c95ab6
machina,6445a5434c645a56f6c95ab6
nangere,6445a5434c645a56f6c95ab6
nguru,6445a5434c645a56f6c95ab6
potiskum,6445a5434c645a56f6c95ab6
tarmuwa,6445a5434c645a56f6c95ab6
yunusari,6445a5434c645a56f6c95ab6
yusufari,6445a5434c645a56f6c95ab6
anka,6445a5434c645a56f6c95ab4
bakura,6445a5434c645a56f6c95ab4
birnin magaji/kiyaw,6445a5434c645a56f6c95ab4
bukkuyum,6445a5434c645a56f6c95ab4
bungudu,6445a5434c645a56f6c95ab4
gummi,6445a5434c645a56f6c95ab4
gusau,6445a5434c645a56f6c95ab4
kaura namoda,6445a5434c645a56f6c95ab4
maradun,6445a5434c645a56f6c95ab4
maru,6445a5434c645a56f6c95ab4
shinkafi,6445a5434c645a56f6c95ab4
talata mafara,6445a5434c645a56f6c95ab4
chafe,6445a5434c645a56f6c95ab4
zurmi,6445a5434c645a56f6c95ab4
